"","location","surveypoint","date","start","end","observers","airtemp","avgwind","maxwind","clouds","watertemp","salinity","tide","habitat","mgmt","bankveg","bankcover","basking","flowstatus","number","logsalinity","logwind"
"238","Laughing Mallard","LM2D","7/8/2020","12:16","12:31","Melissa",82.5,6.7,8.6,"Clear",26.1,7.2,NA,"Borrow Ditch","managed","SAPA, DISP, LELA, FRSA, Typha",95,"bank, pipe",11,0,1.97408102602201,1.90210752639692
"239","Laughing Mallard","LM2D","8/3/2020","13:47","14:02","Melissa",96.8,4.4,8.5,"Clear",24,13.4,NA,"Borrow Ditch","managed","ATPR, SAPA, Raddish, Typha, FRSA",95,"pipe, dirt bank",9,0,2.59525470695687,1.48160454092422
"240","Laughing Mallard","LM2D","8/4/2020","13:44","13:59","Sidney",85,8.8,11.8,"Clear",21,13,NA,"Borrow Ditch","managed","ATPR, SAPA, Raddish, Typha, FRSA",95,"pipe, dirt bank",9,0,2.56494935746154,2.17475172148416
"241","Laughing Mallard","LM2D","8/5/2020","9:54","10:08","Melissa",65.7,3.9,5.7,"Partly Cloudy",17.9,11.1,NA,"Borrow Ditch","managed","ATPR, SAPA, Raddish, Typha, FRSA",95,"pipe, dirt bank",9,0,2.40694510831829,1.3609765531356
"242","Laughing Mallard","LM2P","7/6/2020","14:32","14:47","Sidney",85.3,10.2,15.2,"Clear",27.5,7,NA,"Pond","managed","SAPA",100,"grass islands",18,0,1.94591014905531,2.32238772029023
"243","Laughing Mallard","LM2P","7/7/2020","9:08","9:23","Melissa",75.7,1.8,3,"Clear",17.4,7.1,NA,"Pond","managed","SAPA",100,"grass islands",18,0,1.96009478404727,0.587786664902119
"244","Laughing Mallard","LM2P","7/8/2020","12:17","12:32","Sidney",82.5,6.7,8.6,"Clear",27.8,7.3,NA,"Pond","managed","SAPA",100,"grass islands",18,0,1.98787434815435,1.90210752639692
"245","Laughing Mallard","LM2P","8/3/2020","13:48","14:03","Sidney",96.8,4.4,8.5,"Clear",34.8,12.7,NA,"Pond","managed","SAPA",100,"islands",13,0,2.54160199346455,1.48160454092422
"246","Laughing Mallard","LM2P","8/4/2020","13:43","13:58","Melissa",85,8.8,11.8,"Clear",33.2,7.6,NA,"Pond","managed","SAPA",100,"islands",13,0,2.02814824729229,2.17475172148416
"247","Laughing Mallard","LM2P","8/5/2020","9:55","10:10","Sidney",65.7,3.9,5.7,"Overcast",19.5,13.3,NA,"Pond","managed","SAPA",100,"islands",13,0,2.58776403522771,1.3609765531356
"248","Laughing Mallard","LM3D","7/6/2020","14:58","15:13","Sidney",82.8,10.7,14.9,"Clear",26.9,6,NA,"Borrow Ditch","managed","Typha, DISP, BOMA, LELA",100,"none",14,0,1.79175946922805,2.37024374146786
"249","Laughing Mallard","LM3D","7/7/2020","8:08","8:23","Melissa",66.4,4.2,5.9,"Clear",18.7,7.1,NA,"Borrow Ditch","managed","Typha, DISP, BOMA, LELA",100,"none",14,0,1.96009478404727,1.43508452528932
"250","Laughing Mallard","LM3D","7/8/2020","11:53","12:08","Sidney",83.9,3.3,5.4,"Clear",25,7.3,NA,"Borrow Ditch","managed","Typha, DISP",100,"none",15,0,1.98787434815435,1.19392246847243
"251","Laughing Mallard","LM3D","8/3/2020","14:11","14:26","Sidney",96.7,1.2,8.5,"Clear",28,8.5,NA,"Borrow Ditch","managed","Typha, fennel, DISP, FRSA",100,"none",12,0,2.14006616349627,0.182321556793955
"252","Laughing Mallard","LM3D","8/4/2020","13:22","13:37","Melissa",88.4,6.6,9.7,"Clear",26.4,8.7,NA,"Borrow Ditch","managed","Typha, fennel, DISP, FRSA",100,"none",12,0,2.16332302566054,1.88706964903238
"253","Laughing Mallard","LM3D","8/5/2020","9:07","9:22","Sidney",63.8,5.5,9,"Overcast",19.1,9,NA,"Borrow Ditch","managed","Typha, fennel, DISP, FRSA",100,"none",12,0,2.19722457733622,1.70474809223843
"254","Laughing Mallard","LM3P","7/6/2020","14:58","15:13","Melissa",82.8,10.7,14.9,"Clear",27,7.2,NA,"Pond","managed","DISP, SAPA, Typha, PHAU, SCAC",100,"none",12,0,1.97408102602201,2.37024374146786
"255","Laughing Mallard","LM3P","7/7/2020","8:08","8:23","Sidney",66.4,4.2,5.9,"Clear",16.7,7.2,NA,"Pond","managed","DISP, SAPA, Typha, PHAU, SCAC",100,"none",12,0,1.97408102602201,1.43508452528932
"256","Laughing Mallard","LM3P","7/8/2020","11:52","12:07","Melissa",83.9,3.3,5.4,"Clear",25.1,7.3,NA,"Pond","managed","DISP, SAPA, Typha, PHAU, SCAC",100,"none",12,0,1.98787434815435,1.19392246847243
"257","Laughing Mallard","LM3P","8/3/2020","14:10","14:25","Melissa",96.7,1.2,8.5,"Clear",31.2,11.8,NA,"Pond","managed","DISP, SAPA, ATPR, SCAC, Typha, PHAU",100,"pipe",14,0,2.46809953147162,0.182321556793955
"258","Laughing Mallard","LM3P","8/4/2020","13:22","13:37","Sidney",88.4,6.6,9.7,"Clear",30.1,9.4,NA,"Pond","managed","DISP, SAPA, ATPR, SCAC, Typha, PHAU",100,"pipe",14,0,2.24070968927596,1.88706964903238
"259","Laughing Mallard","LM3P","8/5/2020","9:06","9:21","Melissa",63.8,5.5,9,"Overcast",17.6,12.3,NA,"Pond","managed","DISP, SAPA, ATPR, SCAC, Typha, PHAU",100,"pipe",14,0,2.50959926237837,1.70474809223843
"260","Morrow Island Distribution System","MIDS1","7/13/2020","14:45","15:00","Melissa, Sidney",83.6,4.5,6.4,"Clear",26.3,9.4,NA,"Major Ditch","managed","DISP, PHAU, SASO, LELA, Eucalyptus",95,"algae",9,0,2.24070968927596,1.50407739677627
"261","Morrow Island Distribution System","MIDS1","7/14/2020","8:53","9:08","Melissa, Sidney",71.4,1.5,3.8,"Clear",19.6,10,NA,"Major Ditch","managed","DISP, PHAU, SASO, LELA, Eucalyptus",95,"algae",9,0,2.30258509299405,0.405465108108164
"262","Morrow Island Distribution System","MIDS1","7/15/2020","9:47","10:02","Melissa",68.8,5.6,10.7,"Clear",19.7,9.7,NA,"Major Ditch","managed","DISP, PHAU, SASO, LELA, Eucalyptus",95,"algae",9,0,2.27212588550934,1.7227665977411
"263","Morrow Island Distribution System","MIDS2","7/13/2020","14:21","14:37","Melissa, Sidney",81.4,9.8,12.7,"Clear",26.7,10.1,NA,"Major Ditch","managed","SCAC, GRST, LELA, PHAU, DISP",100,"algae",8,0,2.31253542384721,2.28238238567653
"264","Morrow Island Distribution System","MIDS2","7/14/2020","9:15","9:30","Melissa, Sidney",70.6,6.8,9.5,"Clear",20.2,10.4,NA,"Major Ditch","managed","SCAC, GRST, LELA, PHAU, DISP",100,"algae",8,0,2.34180580614733,1.91692261218206
"265","Morrow Island Distribution System","MIDS2","7/15/2020","10:17","10:32","Melissa",69.4,9.4,13.3,"Clear",19.7,10.6,NA,"Major Ditch","managed","SCAC, GRST, LELA, PHAU, DISP",100,"algae",8,0,2.36085400111802,2.24070968927596
"266","Morrow Island Distribution System","MIDS3","7/13/2020","13:54","14:09","Melissa",82.8,8.6,11.7,"Clear",25.6,8.7,NA,"Major Ditch","managed","PHAU, Raddish, SCAC, GRST, DISP",95,"algae, tule mat",9,13,2.16332302566054,2.15176220325946
"267","Morrow Island Distribution System","MIDS3","7/14/2020","9:37","9:52","Sidney",71.4,7.9,11.5,"Clear",21.5,9.2,NA,"Major Ditch","managed","PHAU, Raddish, SCAC, GRST, DISP",95,"downed tule, algae",9,12,2.21920348405499,2.06686275947298
"268","Morrow Island Distribution System","MIDS3","7/15/2020","10:56","11:12","Melissa",73.8,8.5,13.5,"Clear",21.4,9.9,NA,"Major Ditch","managed","PHAU, Raddish, SCAC, GRST, DISP",95,"downed tule, algae",9,10,2.29253475714054,2.14006616349627
"269","Morrow Island Distribution System","MIDS4","7/13/2020","13:30","13:45","Melissa, Sidney",83.6,9.5,11.6,"Clear",25.4,9.6,NA,"Major Ditch","managed","LELA, DISP, SCAC, GRST",75,"none",8,0,2.26176309847379,2.2512917986065
"270","Morrow Island Distribution System","MIDS4","7/14/2020","10:00","10:15","Melissa, Sidney",71.9,8.7,11.4,"Clear",20.7,9.4,NA,"Major Ditch","managed","LELA, DISP, SCAC, GRST",75,"none",8,0,2.24070968927596,2.16332302566054
"271","Morrow Island Distribution System","MIDS4","7/15/2020","11:22","11:37","Melissa",72.9,8.8,12.2,"Clear",20.9,9.4,NA,"Major Ditch","managed","LELA, DISP, SCAC, GRST",75,"none",8,0,2.24070968927596,2.17475172148416
"272","Montezuma Slough","MS1","6/24/2020","12:35","12:50","Melissa, Sidney",83.6,6.7,11,"Clear",22.4,4.29,"LOOKUP","Major Slough","tidal","PHAU",90,"none",9,0,1.45628673293993,1.90210752639692
"273","Montezuma Slough","MS1","6/25/2020","10:49","11:04","Melissa, Sidney",85,9.7,14.9,"Clear",22.5,3.99,"LOOKUP","Major Slough","tidal","SCAC, PHAU",100,"tree branch",16,0,1.38379123090177,2.27212588550934
"274","Montezuma Slough","MS1","6/26/2020","9:21","9:36","Melissa, Sidney",70.4,9.8,14,"Clear",22.6,3.68,"LOOKUP","Major Slough","tidal","SCAC, PHAU",100,"tree branch",16,0,1.30291275218084,2.28238238567653
"275","Montezuma Slough","MS1","7/6/2020","8:44","8:59","Melissa",74.2,6,9.4,"Clear",22.1,8,"LOOKUP","Major Slough","tidal","SCAC, PHAU",100,"tree branch",16,0,2.07944154167984,1.79175946922805
"276","Montezuma Slough","MS1","7/7/2020","13:50","14:05","Sidney",90.8,4.8,7.1,"Clear",23.9,6.7,"LOOKUP","Major Slough","tidal","SCAC, PHAU",100,"tree branch",16,0,1.90210752639692,1.56861591791385
"277","Montezuma Slough","MS1","7/8/2020","9:35","9:50","Melissa",81.6,1.8,2.8,"Clear",22.4,6.7,"LOOKUP","Major Slough","tidal","SCAC, PHAU",100,"tree branch",16,0,1.90210752639692,0.587786664902119
"278","Montezuma Slough","MS2","7/6/2020","12:16","12:31","Sidney",83.1,6.3,9,"Clear",23.9,6.9,"Flood","Major Slough","tidal","BOMA, PHAU",40,"exposed bank",13,0,1.93152141160321,1.84054963339749
"279","Montezuma Slough","MS2","7/7/2020","10:28","10:43","Melissa",84.3,1.6,3.4,"Clear",20.9,7.3,"LOOKUP","Major Slough","tidal","PHAU, SCAC, Typha",NA,"mud bank",13,0,1.98787434815435,0.470003629245736
"280","Montezuma Slough","MS2","7/8/2020","14:57","15:12","Sidney",93.2,4,7.5,"Clear",23.5,5.8,"Flood","Major Slough","tidal","BOMA, PHAU, DISP",100,"none",18,0,1.75785791755237,1.38629436111989
"281","Pond 7","P7","6/24/2020","12:00","12:15","Melissa, Sidney",78.2,6.8,10.4,"Clear",22,3.3,NA,"Pond","managed","",NA,"none",16,0,1.19392246847243,1.91692261218206
"282","Pond 7","P7","6/25/2020","11:16","11:32","Melissa, Sidney",85.1,8.8,10.8,"Clear",23,3.4,NA,"Pond","managed","",NA,"none",16,0,1.22377543162212,2.17475172148416
"283","Pond 7","P7","6/26/2020","9:55","10:10","Melissa, Sidney",74,8.6,12.6,"Clear",19.3,3.5,NA,"Pond","managed","",NA,"none",16,0,1.25276296849537,2.15176220325946
"284","Pond 8","P81","6/24/2020","11:24","11:39","Melissa, Sidney",76,6,9.3,"Clear",20.9,11.7,NA,"Borrow Ditch","managed","SAPA",70,"Exposed bank",16,0,2.45958884180371,1.79175946922805
"285","Pond 8","P81","6/25/2020","11:43","11:58","Melissa",85,9.4,12.8,"Clear",22.8,3.4,NA,"Borrow Ditch","managed","SAPA",70,"Exposed bank",16,1,1.22377543162212,2.24070968927596
"286","Pond 8","P81","6/26/2020","10:21","10:36","Melissa, Sidney",74,9.6,14.6,"Clear",20.7,3.5,NA,"Borrow Ditch","managed","SAPA",70,"Exposed bank",16,0,1.25276296849537,2.26176309847379
"287","Pond 8","P82","6/24/2020","11:58","12:15","Melissa, Sidney",78.2,6.8,10.4,"Clear",21.1,8.2,NA,"Pond","managed","PHAU, BOMA",100,"none",18,0,2.10413415427021,1.91692261218206
"288","Pond 8","P82","6/25/2020","11:16","11:32","Melissa, Sidney",85.1,8.8,10.8,"Clear",23,8.5,NA,"Pond","managed","PHAU, BOMA",100,"none",18,0,2.14006616349627,2.17475172148416
"289","Pond 8","P82","6/26/2020","9:55","10:10","Melissa, Sidney",74,8.6,12.6,"Clear",20,8.4,NA,"Pond","managed","PHAU, BOMA",100,"none",18,0,2.12823170584927,2.15176220325946
"290","Pond 8","P82","7/28/2020","13:50","14:05","Sidney",80.7,10.3,12.3,"Clear",21.3,8.1,NA,"Borrow Ditch","managed","SAPA, BOMA, PHAU",100,"pipe, SASO",14,0,2.09186406167839,2.33214389523559
"291","Pond 8","P82","7/29/2020","9:54","10:09","Sidney",65.3,8.1,12.5,"Clear",17.7,8.6,NA,"Borrow Ditch","managed","SAPA, PHAU, BOMA",100,"SASO, exposed bank",14,0,2.15176220325946,2.09186406167839
"292","Pond 8","P82","7/30/2020","9:09","9:25","Melissa, Sidney",63.4,9,11.9,"Partly Cloudy",17.1,9.4,NA,"Pond","managed","SAPA, SCAC, PHAU",100,"SASO",14,0,2.24070968927596,2.19722457733622
"293","Poleline Ditch","PD1","6/24/2020","9:50","10:05","Melissa, Sidney",72,1.7,4.1,"Clear",18.4,3.3,NA,"Major Ditch","managed","DISP, Eucalyptus",75,"Logs",6,0,1.19392246847243,0.53062825106217
"294","Poleline Ditch","PD1","6/25/2020","13:03","13:18","Melissa, Sidney",85,4.5,7.7,"Clear",24.1,3.9,NA,"Major Ditch","managed","AG, Eucalyptus",100,"branches",6,4,1.3609765531356,1.50407739677627
"295","Poleline Ditch","PD1","6/26/2020","11:49","12:04","Melissa, Sidney",83.2,0.7,1.2,"Clear",22.7,3.9,NA,"Major Ditch","managed","AG, Eucalyptus",100,"branches",6,5,1.3609765531356,-0.356674943938732
"296","Poleline Ditch","PD1","7/28/2020","14:53","15:08","Melissa, Sidney",82.9,2.4,4.5,"Clear",20.2,6,NA,"Major Ditch","managed","ATPR",85,"logs",8,5,1.79175946922805,0.8754687373539
"297","Poleline Ditch","PD1","7/29/2020","8:46","9:01","Melissa, Sidney",64.1,3.1,7.5,"Clear",18.2,6.1,NA,"Major Ditch","managed","ATPR",85,"logs",8,2,1.80828877117927,1.1314021114911
"298","Poleline Ditch","PD1","7/30/2020","10:16","10:32","Melissa, Sidney",66.4,1.5,3.1,"Clear",19.1,6,NA,"Major Ditch","managed","ATPR",85,"logs",8,1,1.79175946922805,0.405465108108164
"299","Poleline Ditch","PD2","6/24/2020","10:17","10:32","Melissa, Sidney",71.5,5.3,8.5,"Clear",20.7,4,NA,"Major Ditch","managed","ATPR, LELA, DISP, PHAU",100,"none",9,0,1.38629436111989,1.66770682055808
"300","Poleline Ditch","PD2","6/25/2020","12:38","12:53","Melissa, Sidney",87.8,3.2,6.9,"Clear",27.5,3.9,NA,"Major Ditch","managed","ATPR, LELA, DISP, PHAU",100,"none",9,1,1.3609765531356,1.16315080980568
"301","Poleline Ditch","PD2","6/26/2020","11:22","11:37","Melissa, Sidney",81,6.4,9.7,"Clear",22.4,4.2,NA,"Major Ditch","managed","ATPR, LELA, DISP, PHAU",100,"none",9,1,1.43508452528932,1.85629799036563
"302","Poleline Ditch","PD2","7/28/2020","14:32","14:47","Melissa, Sidney",82.1,6.2,11.8,"Clear",25,5.5,NA,"Major Ditch","managed","ATPR, LELA, DISP, PHAU",100,"none",9,4,1.70474809223843,1.82454929205105
"303","Poleline Ditch","PD2","7/29/2020","9:06","9:21","Melissa, Sidney",67.7,9.1,13.3,"Clear",17,5.2,NA,"Major Ditch","managed","ATPR, LELA, DISP, PHAU",100,"none",9,2,1.64865862558738,2.2082744135228
"304","Poleline Ditch","PD2","7/30/2020","9:55","10:10","Melissa, Sidney",67.2,5.5,9.9,"Clear",17.4,5.3,NA,"Major Ditch","managed","ATPR, LELA, DISP, PHAU",100,"none",9,4,1.66770682055808,1.70474809223843
"305","Poleline Ditch","PD3","6/24/2020","10:42","10:57","Melissa, Sidney",74.9,5.2,11.8,"Clear",21.2,3,NA,"Major Ditch","managed","DISP, LELA",100,"Log",7,2,1.09861228866811,1.64865862558738
"306","Poleline Ditch","PD3","6/25/2020","12:16","12:31","Melissa, Sidney",85,9.7,11.9,"Clear",24.6,3.9,NA,"Major Ditch","managed","DISP, LELA",90,"SASO",16,0,1.3609765531356,2.27212588550934
"307","Poleline Ditch","PD3","6/26/2020","10:56","11:11","Melissa, Sidney",76.2,10,11.9,"Clear",22.5,3.9,NA,"Major Ditch","managed","DISP, LELA",90,"SASO",14,3,1.3609765531356,2.30258509299405
"308","Poleline Ditch","PD3","7/28/2020","14:13","14:28","Melissa, Sidney",82.3,9.5,12.1,"Clear",24.9,6.2,NA,"Major Ditch","managed","LELA, JUBA, DISP, ATPR",90,"SASO, log, SAV",8,0,1.82454929205105,2.2512917986065
"309","Poleline Ditch","PD3","7/29/2020","9:26","9:41","Melissa, Sidney",65.3,9.5,13.6,"Clear",18.3,6.3,NA,"Major Ditch","managed","LELA, JUBA, DISP, ATPR",90,"SASO, log, SAV",8,2,1.84054963339749,2.2512917986065
"310","Poleline Ditch","PD3","7/30/2020","9:36","9:51","Melissa, Sidney",66.3,12.2,14.7,"Clear",18.6,6.4,NA,"Major Ditch","managed","LELA, JUBA, DISP, ATPR",90,"SASO, log, SAV",8,0,1.85629799036563,2.50143595173921
"311","Poleline Ditch","PD4","6/24/2020","11:23","11:38","Melissa, Sidney",76,6,9.3,"Clear",21.6,3.1,NA,"Major Ditch","managed","LELA, PHAU, DISP",100,"none",13,0,1.1314021114911,1.79175946922805
"312","Poleline Ditch","PD4","6/25/2020","11:42","11:57","Melissa, Sidney",85,9.4,12.8,"Clear",23,3.8,NA,"Major Ditch","managed","LELA, PHAU, DISP",100,"none",13,1,1.33500106673234,2.24070968927596
"313","Poleline Ditch","PD4","6/26/2020","10:20","10:35","Melissa, Sidney",74,9.6,14.6,"Clear",20.8,4,NA,"Major Ditch","managed","LELA, PHAU, DISP",100,"none",13,0,1.38629436111989,2.26176309847379
"314","Poleline Ditch","PD4","7/28/2020","13:50","14:05","Melissa",80.7,10.3,12.3,"Clear",24.3,6.3,NA,"Major Ditch","managed","PHAU, LELA, DISP, JACA",100,"SAV",9,0,1.84054963339749,2.33214389523559
"315","Poleline Ditch","PD4","7/29/2020","9:54","10:09","Melissa",65.3,8.1,12.5,"Clear",18.5,6.3,NA,"Major Ditch","managed","PHAU, LELA, DISP, JACA",100,"SAV",9,0,1.84054963339749,2.09186406167839
"316","Poleline Ditch","PD4","7/30/2020","9:11","9:26","Melissa, Sidney",63.4,9,11.9,"Partly Cloudy",18,5.5,NA,"Major Ditch","managed","PHAU, LELA, DISP, JACA",100,"SAV",9,0,1.70474809223843,2.19722457733622
"317","Roaring River","RR1","7/12/2020","10:12","10:27","Melissa",85,7.6,10.6,"Clear",21.3,4.6,NA,"Pond","managed","SCAC, Typha",85,"none",14,0,1.52605630349505,2.02814824729229
"318","Roaring River","RR1","7/13/2020","10:38","10:53","Sidney",73.7,12,14.6,"Clear",21,3.7,NA,"Pond","managed","BOMA, Typha, Primrose",100,"algae",15,0,1.30833281965018,2.484906649788
"319","Roaring River","RR1","7/14/2020","12:50","13:05","Melissa",84.9,9.6,13.4,"Clear",22.3,4.3,NA,"Pond","managed","BOMA, Typha, Primrose",100,"algae",15,0,1.45861502269952,2.26176309847379
"320","Roaring River","RR2","7/12/2020","10:11","10:26","Sidney",85,7.6,10.6,"Clear",22.5,4.2,NA,"Major Ditch","managed","BOMA, DISP",60,"rip rap, submerged aquatic veg",18,11,1.43508452528932,2.02814824729229
"321","Roaring River","RR2","7/13/2020","10:38","10:53","Melissa",73.7,12,14.6,"Clear",23.2,3.7,NA,"Major Ditch","managed","BOMA, DISP",60,"rip rap, submerged aquatic veg",18,12,1.30833281965018,2.484906649788
"322","Roaring River","RR2","7/14/2020","12:49","13:04","Sidney",84.9,9.6,13.4,"Clear",23.2,3.7,NA,"Major Ditch","managed","BOMA, SCAC, LELA, POMO, primrose",70,"algae, rip rap",18,14,1.30833281965018,2.26176309847379
"323","Roaring River","RR3","7/12/2020","10:44","10:59","Melissa, Sidney",77.8,8.8,11.7,"Clear",22.9,3.7,NA,"Major Ditch","managed","SCAC, Typha, PHAU",95,"none",16,0,1.30833281965018,2.17475172148416
"324","Roaring River","RR3","7/13/2020","10:13","10:28","Melissa, Sidney",72.8,8.3,10.4,"Clear",22.6,3.2,NA,"Major Ditch","managed","SCAC, Typha, PHAU",95,"none",16,0,1.16315080980568,2.11625551480255
"325","Roaring River","RR3","7/14/2020","13:21","13:36","Melissa, Sidney",77.7,9.8,15.5,"Clear",22.9,4,NA,"Major Ditch","managed","SCAC, Typha, PHAU",95,"none",16,0,1.38629436111989,2.28238238567653
"326","Roaring River","RR4","7/12/2020","11:10","11:25","Melissa, Sidney",82.5,6.4,8.9,"Clear",23.6,3.6,NA,"Major Ditch","managed","Typha, SCAC",85,"algae",16,37,1.28093384546206,1.85629799036563
"327","Roaring River","RR4","7/13/2020","9:46","10:01","Melissa, Sidney",75.7,5.6,7.4,"Clear",22.8,3.5,NA,"Major Ditch","managed","Typha, SCAC",85,"algae",16,23,1.25276296849537,1.7227665977411
"328","Roaring River","RR4","7/14/2020","13:46","14:01","Melissa, Sidney",82.3,11.7,14.4,"Clear",24.5,3.5,NA,"Major Ditch","managed","Typha, SCAC",85,"algae",16,38,1.25276296849537,2.45958884180371
"329","Roaring River","RR5","7/12/2020","11:50","12:05","Melissa",82.9,9.5,11.1,"Clear",23.1,2.7,NA,"Major Ditch","managed","Typha, SCAC, PHAU",95,"Tules, Algae",16,1,0.993251773010283,2.2512917986065
"330","Roaring River","RR5","7/13/2020","9:16","9:31","Melissa, Sidney",68.7,8,12.2,"Clear",21.9,2.7,NA,"Major Ditch","managed","Typha, SCAC, PHAU",95,"Tules, Algae",16,0,0.993251773010283,2.07944154167984
"331","Roaring River","RR5","7/14/2020","14:10","14:25","Melissa, Sidney",77,13.5,16.3,"Clear",23.1,2.7,NA,"Major Ditch","managed","Typha, SCAC, PHAU",95,"Tules, Algae",16,1,0.993251773010283,2.60268968544438
"332","Roaring River","RR6","7/12/2020","12:17","12:32","Melissa",90.5,8.3,10.4,"Clear",24.5,2.3,NA,"Major Ditch","managed","Riprap, Tule, Primrose",70,"none",16,22,0.832909122935104,2.11625551480255
"333","Roaring River","RR6","7/13/2020","8:47","9:02","Sidney",68,8,10.8,"Clear",22.4,2.3,NA,"Major Ditch","managed","BOMA, Primrose",100,"downed tule",18,5,0.832909122935104,2.07944154167984
"334","Roaring River","RR6","7/14/2020","14:36","14:51","Melissa",79.4,13.5,15.3,"Clear",23.8,2.3,NA,"Major Ditch","managed","BOMA, Primrose",100,"downed tule",18,19,0.832909122935104,2.60268968544438
"335","Roaring River","RR7","7/12/2020","13:16","13:31","Melissa",91.5,4.5,7.5,"Clear",23.7,2.3,NA,"Major Ditch","managed","SCAC, Typha, AG",95,"none",15,0,0.832909122935104,1.50407739677627
"336","Roaring River","RR7","7/13/2020","8:19","8:34","Sidney",67.5,8.1,11.2,"Clear",22.2,2.1,NA,"Major Ditch","managed","BOMA, PHAU",100,"downed tule",17,0,0.741937344729377,2.09186406167839
"337","Roaring River","RR7","7/14/2020","15:17","15:33","Melissa",80.7,10,13.1,"Clear",23.9,2.4,NA,"Major Ditch","managed","BOMA, PHAU",100,"downed tule",17,0,0.8754687373539,2.30258509299405
"338","Shortcut Ditch","SC1","6/24/2020","13:18","13:33","Melissa, Sidney",83.3,10.4,15.8,"Clear",24.6,2.8,NA,"Major Ditch","managed","SCAC, PHAU, BAPI",90,"Floating tule, exposed bank",9,4,1.02961941718116,2.34180580614733
"339","Shortcut Ditch","SC1","6/25/2020","10:10","10:25","Melissa, Sidney",82,7.9,12.8,"Clear",23.1,3.1,NA,"Major Ditch","managed","SCAC, PHAU, BAPI",90,"Floating tule, exposed bank",9,11,1.1314021114911,2.06686275947298
"340","Shortcut Ditch","SC1","6/26/2020","8:19","8:34","Melissa, Sidney",65.5,12,16.9,"Clear",21.2,3.4,NA,"Major Ditch","managed","SCAC, PHAU, BAPI",90,"Floating tule, exposed bank",9,6,1.22377543162212,2.484906649788
"341","Shortcut Ditch","SC1","7/28/2020","13:22","13:37","Melissa, Sidney",85.1,8.2,12.1,"Clear",22.7,5.7,NA,"Major Ditch","managed","SCAC, PHAU",100,"SCAC",13,14,1.7404661748405,2.10413415427021
"342","Shortcut Ditch","SC1","7/29/2020","10:20","10:35","Melissa, Sidney",66.7,12.8,15.9,"Clear",20.2,5.6,NA,"Major Ditch","managed","SCAC, PHAU",100,"SCAC",13,4,1.7227665977411,2.54944517092557
"343","Shortcut Ditch","SC1","7/30/2020","8:43","8:58","Melissa, Sidney",64.4,12.6,18.2,"Partly Cloudy",19.3,5.6,NA,"Major Ditch","managed","SCAC, PHAU",100,"SCAC",13,3,1.7227665977411,2.53369681395743
"344","Shortcut Ditch","SC2","6/24/2020","13:51","14:06","Melissa, Sidney",85,8.7,9.5,"Clear",28.5,2.7,NA,"Major Ditch","managed","SCAC, Eucalyptus",5,"none",8,1,0.993251773010283,2.16332302566054
"345","Shortcut Ditch","SC2","6/25/2020","9:43","9:58","Melissa, Sidney",72,9.2,12.4,"Clear",20.6,3.1,NA,"Major Ditch","managed","SCAC, Eucalyptus",5,"none",8,1,1.1314021114911,2.21920348405499
"346","Shortcut Ditch","SC2","6/26/2020","8:45","9:00","Melissa, Sidney",63.1,14.1,17.6,"Clear",17.9,3.3,NA,"Major Ditch","managed","SCAC, Eucalyptus",5,"none",8,0,1.19392246847243,2.64617479738412
"347","Shortcut Ditch","SC2","7/28/2020","13:00","13:15","Melissa, Sidney",74.5,9.9,13.6,"Clear",24.8,5.7,NA,"Major Ditch","managed","JUBA, DISP, SCAC",70,"logs, exposed banks",7,1,1.7404661748405,2.29253475714054
"348","Shortcut Ditch","SC2","7/29/2020","10:44","10:59","Melissa, Sidney",65.9,14.5,17.7,"Clear",19.9,5.5,NA,"Major Ditch","managed","JUBA, DISP, SCAC",70,"logs, exposed banks",7,1,1.70474809223843,2.67414864942653
"349","Shortcut Ditch","SC2","7/30/2020","8:22","8:37","Melissa, Sidney",56.3,10.5,15.8,"Partly Cloudy",16.5,5.4,NA,"Major Ditch","managed","JUBA, DISP, SCAC",70,"logs, exposed banks",7,0,1.68639895357023,2.35137525716348
"350","Solano Cut","SOC1","7/12/2020","12:44","12:59","Melissa, Sidney",92.5,6.7,8.8,"Clear",24.5,2.4,NA,"Borrow Ditch","managed","PHAU, DISP",95,"Exposed banks",9,6,0.8754687373539,1.90210752639692
"351","Solano Cut","SOC1","7/13/2020","8:45","9:00","Melissa",68,8,10.8,"Clear",20.7,2.3,NA,"Borrow Ditch","managed","PHAU, FOVU, DISP, EUOC",100,"algae",9,10,0.832909122935104,2.07944154167984
"352","Solano Cut","SOC1","7/14/2020","14:37","14:52","Sidney",79.4,13.5,15.3,"Clear",23.6,2.3,NA,"Borrow Ditch","managed","PHAU, FOVU, DISP, EUOC",100,"algae",14,4,0.832909122935104,2.60268968544438
"353","Suisun Slough","SS1","7/6/2020","9:19","9:34","Melissa, Sidney",71.4,13.5,15.3,"Clear",21.39,5.5,"ebb","Major Slough","managed","SCAC, ROCA, PHAU",90,"none",15,0,1.70474809223843,2.60268968544438
"354","Suisun Slough","SS1","7/7/2020","13:21","13:36","Melissa, Sidney",94.5,0.9,1.8,"Clear",21.67,5.2,"flood","Major Slough","managed","SCAC, ROCA, PHAU",90,"none",14,0,1.64865862558738,-0.105360515657826
